"","country","description","points","price","province","variety","latitude","longitude","cluster"
"9335","US","This gigantic Cabernet is one of Pride's biggest ever. Blackberries, cherries and chocolate nibs explode in the mouth, but it's no mere fruit bomb. The tannins and acids lend it integrity, and the finish is miraculously dry. A superb job, and as good as it is now, should develop over the next 12–15 years, depending on how old you like your Cabs.",94,130,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9336","US","This is a broad-shouldered, full-bodied wine that shows true varietal character in its mix of earthy, spicy strawberry and cherry notes.",90,38,"California","Pinot Noir",36.778261,-119.4179324,3
"9337","US","Dijon and Pommard clones blend gracefully here, pushing sweet cherry fruit and baking spices into the flavor center. A touch of fresh-baked pie crust lingers also, and this easy-drinking cuvée should be enjoyed now through 2020.",90,55,"Oregon","Pinot Noir",43.8041334,-120.5542012,3
"9338","US","Baked cherry and cranberry fruit kick off the nose of this bottling, followed by then wild thyme and touches of dust and smoke. The palate is light and zesty, with hibiscus and tea flavors along with cranberry fruit and more fresh herbs on the finish.",90,75,"California","Pinot Noir",36.778261,-119.4179324,3
"9339","US","Made in a full-bodied style with a density of firm tannins, this wine offers a mix of ripe black cherry and black licorice notes, the core succulent and strong.",90,50,"California","Pinot Noir",36.778261,-119.4179324,3
"9340","US","Dusty leather, cedar and pencil shaving notes integrate seamlessly with the moderate oak and firm tannins of this wine from a vineyard originally planted by Robert Pepi. Its medium-bodied power makes it friendly for the table or as a before-dinner glass, the finish marked by a pronounced bittersweet chocolate flavor.",90,80,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9341","US","Volatile aromas provide significant distraction. The black- and blue-fruit flavors are easy drinking but can't provide enough counterbalance.",82,10,"Washington","Cabernet Sauvignon",47.7510741,-120.7401385,3
"9342","US","A wondrous bottling of delicately handled, incredibly complex wine, this bottling shows tangy cranberry, black raspberry, butter cookie, wet sage, rosemary, menthol and green peppercorn on the nose. Once sipped, the soft, savory yet amply fruited palate shows plum, fig and mulberry that are seasoned with pencil shavings, graphite, incense and sandalwood.",96,60,"California","Pinot Noir",36.778261,-119.4179324,3
"9343","US","Reduced in a weight of oak and tight tannins, this wine takes time to come around and develop any juiciness to the palate, offering a mix of red cherry and cranberry laced in forest and spice. It finishes quick and lean.",84,45,"California","Pinot Noir",36.778261,-119.4179324,3
"9344","US","This exotic Cabernet Sauvignon, which is aged entirely in new French oak, needs time to develop. A savory edge of forest floor and cranberry drive the palate, while notes of pencil shavings, cedar and garrigue add depth. The palate is lifted in acidity, with tightly gripped tannins on the finish. Cellar through 2019.",94,98,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9345","US","Roasted coffee aromas are inviting on the nose of this Cabernet Sauvignon, blessed with 25% Cabernet Franc. The marriage works on every level, providing structured tannins and a leathery afterthought around vibrant accents of blackberry and dark plum. Broad shouldered, the wine is balanced with a jolt of minerality, suggesting cellaring through 2022–2027.",94,100,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9346","US","Delicious aromas of dark raspberries, Bing cherries, black pepper, pipe smoke, smoked meats, thyme and just enough dank mushroom greet the nose. This wine is very full on the ripe and juicy palate, showing more raspberry, rhubarb, dried strawberry and warm black licorice, all balanced by plum-skin bitterness and just enough tannic structure.",94,39,"California","Pinot Noir",36.778261,-119.4179324,3
"9347","US","A wine that begs for time in the bottle, it stubbornly reveals bold, brawny and rich notes of black cherry, coffee and black pepper, girded by a strong presence of dark chocolate. Amid the black cherry are accompanying flavors of brambly blackberry and a suggestion of savory cranberry, all integrating with the tannins. Cellar through 2022.",94,90,"California","Pinot Noir",36.778261,-119.4179324,3
"9348","US","This wine is no shrinking violet on the nose, resplendent in fresh roses and strawberry-raspberry. It confounds in its ability to provide huge flavor and personality while retaining a freshness and high level of acidity on the palate. A leathery, savory component speaks quietly amid the suggestions of cinnamon and cigar.",94,75,"California","Pinot Noir",36.778261,-119.4179324,3
"9349","US","This wine is a blend of four distinctive sites—Minick and Olsen in the Yakima Valley, and SJR and Stoney Vine in the Walla Walla Valley. It pulls together the best of all of them, with brooding notes of mineral, wet stone, earthy funk, coffee, smoked meat and black and green olive. The palate steals the show, with hypnotic savory flavors that coalesce around a vibrant, extended finish. It's a textural marvel that is simply impossible to put down.",94,40,"Washington","Syrah",47.7510741,-120.7401385,3
"9350","US","Alluringly seductive aromas of black cherry syrup, blueberry pie, blackberry preserves and fresh-cracked black pepper draw the nose into this blend of Lone Oak and Valley View vineyards, located 800 to 1,000 feet in elevation. Flavors of blackberry-chocolate liqueur, plums and black cherries are elevated by pine sap, rosemary and strong tannins that maintain perfect grip. Serve with lamb.",93,36,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9351","US","Fermented with 80% whole clusters and aged 18 months in neutral French oak, this outright delicious wine offers aromas of black and green olive, mineral, moist earth and dried herbs. It's seamless in feel, delivering lithe, pillowy soft fruit, savory flavors and a hyperextended finish. It's a testament to the strength of Syrah from this region.",93,52,"Washington","Syrah",47.7510741,-120.7401385,3
"9352","US","Dried apple peels, squeezed nectarines, creamy cherimoya and quinine combine on this fresh and salty nose from winemaker Steve Fennell. A pine nut warmth opens the palate, followed by an array of exotic flavors like lychee, lemongrass and kiwi, plus some citrusy cider and salt. It's broad enough to appeal to the masses, but retains enough acidity for refined palates.",93,55,"California","Chardonnay",36.778261,-119.4179324,2
"9353","US","This rather exotic Riesling was fermented and aged in barrels, 43% new, and the rest once-used. The barrel treatment takes it away from any ordinary Riesling characteristics, yielding a wine that has much in common with Viognier—floral and buttery, with substantial alcohol.",91,22,"Washington","Riesling",47.7510741,-120.7401385,3
"9354","US","Concentrated and savory, this brooding wine is supple in tannins and layered in black olive and leather. It hangs together well, measured acidity dancing on the palate from first sip to last, accessorized by juicy red fruit, anise and toasty tropical oak.",91,36,"California","Syrah",36.778261,-119.4179324,3
"9355","US","Sour cherry, damp soil and wet rocks frame this minerally-minded Pinot Noir from the coastal range in the northern part of the county. The palate is dominated by herbs, from oregano and thyme to fennel and licorice, with ripe cranberry framing the fruit profile. An intriguing look at a very promising though just-emerging coastal region.",91,39,"California","Pinot Noir",36.778261,-119.4179324,3
"9356","US","Tart aromas—both familiar like green apple and more obscure like mustard—comprise the nose on this estate offering. On the palate, the flavors are surprisingly luscious and ripe for such an intriguing nose, led by pineapple and finishing with a touch of sour orange and, again, tart apple.",91,25,"California","Chardonnay",36.778261,-119.4179324,2
"9357","US","The aromas on this wine are unusual, with notes of wood spice, tire rubber and earth, showing some reduction on first pour. The flavors are soft and silky, while the tannins bring a slightly gritty feel. Vanilla flavors linger on the finish. There's intrigue, but it doesn't all come together.",88,70,"Oregon","Tempranillo",43.8041334,-120.5542012,1
"9358","US","This wine is 100% varietal coming from one of the top vineyards in the state. Reserved aromas of spice box, blackberry, barrel tones and gun smoke lead to elegantly styled fruit flavors. There are some interesting thing going on but they don't all come together at present.",88,65,"Washington","Cabernet Sauvignon",47.7510741,-120.7401385,3
"9359","US","This is an intriguing wine, with the extraction and the alcohol seemingly dialed back. Somewhat light in color, it brings aromas of fresh herb, sweet spice, cedar and cherry. The flavors are elegant and cranberry tart. It doesn't come off as entirely varietal but there's plenty of enjoyment to be had, especially if paired with food.",88,30,"Washington","Merlot",47.7510741,-120.7401385,3
"9360","US","High-toned aromas of herb, pencil lead, vanilla and plum are followed by plush plump fruit and game flavors. It possesses a soft texture.",88,55,"Washington","Malbec",47.7510741,-120.7401385,3
"9361","US","This Cab boasts big cherry and vanilla-oak flavors, but it's slightly smoky and herbal, too. Entirely comprised of Cabernet Sauvignon grapes from Livermore, the wine might benefit from some more time in bottle, another 1–3 years.",86,39,"California","Cabernet Sauvignon",36.778261,-119.4179324,3
"9362","US","The black, inky color of this Syrah only begins to suggest its power. The first sip explodes with flavors of melted dark chocolate and crème de cassis, sprinkled with black pepper. It's a huge wine, not particularly subtle and almost port-like in its rich, raisiny finish.",85,40,"California","Syrah",36.778261,-119.4179324,3
